mean_decrease_impurity,stdev,feature
0.006691016992541087,0.009920129120817833,1152
0.006406899104981766,0.01016493969494005,1917
0.00490301847344659,0.009529961813563458,41
0.004088674675908374,0.006261194185610716,1816
0.00396290878582226,0.0068513147043499445,1060
0.0036853763783509966,0.004985721248127782,807
0.00361111553263375,0.0079884049300915,464
0.0035914212374610808,0.003099020930715579,935
0.0035906003179804057,0.005202548435194983,1480
0.0034257507247394433,0.0039021366553993694,1722
0.0033227782207252404,0.0036146152050280777,314
0.0033051622945576525,0.003833495384511729,1088
0.00324117813271234,0.0023939731690470947,378
0.0031766006339708185,0.0029068578578253243,80
0.0030632058343429544,0.0025463642819187615,926
0.002941545015319187,0.004209216780371699,694
0.002873549554808672,0.005209813842490406,350
0.002644067709100732,0.0019237637583458251,875
0.002542428225600761,0.0021909740389812146,695
0.002523823758397871,0.0018108608936409218,1199
0.002500978351874327,0.0030542908697528044,650
0.0024828685428559846,0.003447355585421498,1602
0.002424403948744693,0.003664695451946681,197
0.0024107415136963954,0.0026579473473001317,486
0.0023457686667650965,0.0018430987577902189,656
0.002281079707486542,0.0017732521721693852,1855
0.0022608372446926137,0.0015960055113923377,1019
0.002242925300483511,0.0021738341296259796,841
0.002222239140553098,0.0037673554074381895,1274
0.0021980200054462825,0.0019112852713642984,1452
0.0021882127653104076,0.0044542174632201574,1599
0.002185370351663784,0.0024079365925046034,1536
0.002133706472782593,0.0024912219639530195,1970
0.0020806547864115864,0.0013212726061659107,389
0.002069168144446415,0.0017256880598877384,1385
0.002055256639088537,0.004411638770154219,1257
0.002004439570121868,0.0037250599078205047,802
0.001982431285874831,0.003439566298928013,341
0.0019735053089328233,0.0014558709089219546,1754
0.0019663192825599544,0.004428922844178332,1892
0.0019604350718663787,0.002254876125026119,1476
0.0019471665688886978,0.003361799252795507,333
0.00193538556269549,0.002851913515676205,116
0.0018986951540098083,0.0017048739219651225,1357
0.0018923331789809448,0.0028681278297656306,1750
0.0018792586950532363,0.0042303151734902796,1959
0.0018768725953816803,0.0014766611920266706,675
0.0018752312255872767,0.0032745738321015468,2009
0.0018701549861530873,0.0016069419945075503,191
0.0018446171682727098,0.0012400483461056497,1947
0.0018393433310854917,0.0011625504322984885,1057
0.0018336494409062053,0.001710158284575384,1028
0.0018199619704655679,0.0014883119050360222,1683
0.0018022762058299967,0.0019710051951818603,249
0.0017447339245408088,0.002881840720261478,319
0.0017197491234235097,0.002924364523995403,1984
0.001713189162275583,0.0019104777303377482,1097
0.0017062463315906575,0.0022688980152728026,1911
0.001688610061119509,0.0011242689841819459,294
0.001670305131470646,0.0012364560812647785,1114
0.0016387990780283804,0.0013753443758827112,310
0.001630933304592703,0.0013520335519773665,1160
0.0016189382803050018,0.001402398945665127,1145
0.0016181959032408129,0.0015070946424254955,1325
0.0016159083447373334,0.0026261842346152436,961
0.0016050455905871586,0.002753965393180479,950
0.0015912219326790196,0.0020868852370353936,2004
0.0015890254008184808,0.0012793268945272957,843
0.0015778418950856722,0.001475542179616835,881
0.0015774342544743318,0.0030415983908960733,31
0.0015751172064679495,0.001856974147899911,781
0.001562417287482753,0.0017758794943445511,1164
0.001561879144183634,0.0014399172664893622,1991
0.0015543781580785697,0.0028299434483727874,708
0.0015518525752353917,0.0011177708578581139,1039
0.0015505453598198059,0.0021751656864275586,1391
0.0015483973115562961,0.001479945557412457,715
0.001543411833145826,0.0010974409436069377,322
0.0015419126873312931,0.0013731570373229074,114
0.0015401454260938559,0.00242006510598004,1783
0.0015325049593138762,0.0038617489836442168,478
0.0015186387330939702,0.0021515409853201653,1455
0.0015134589896867473,0.0017931219435274078,1535
0.0014955112409461247,0.0014774291229428633,1825
0.0014929343627353986,0.0010119578433209987,1
0.0014875007938012514,0.003428639422834022,1982
0.0014838856449311223,0.0016105917758824112,1238
0.0014832584062630541,0.003286153761222731,282
0.0014825660076945508,0.0011949599438410205,1928
0.0014726637381555713,0.001728110465391484,1765
0.0014647823574997125,0.0013207888638812509,147
0.0014509079867106277,0.0020511143017955696,1823
0.0014442130963289203,0.0032077219142315726,1582
0.0014408719783893388,0.0015233623398406965,725
0.0014324876820961203,0.0014641588754194124,745
0.0014266925613417158,0.0025793836503143147,202
0.0014252338584731742,0.0027621792706062197,318
0.001416087185746812,0.0016663341039790272,1077
0.0014099992823658862,0.0028470829432183068,1778
0.0014094314694954994,0.001220979368709797,1573
0.0014041037489938265,0.002072640347731633,25
0.0013956272961188627,0.0016435401033635525,667
0.0013940937040568138,0.0022759217047066405,1162
0.0013746712190202905,0.001305985611055007,1866
0.00136312323445517,0.0014372825070016447,352
0.0013606937541622603,0.00176721636693073,896
0.0013557535132000926,0.0016137548545034966,1696
0.0013496149233027882,0.0027600656352264013,1779
0.0013487340920165015,0.0033526294160063958,1222
0.001338111478465127,0.003288255567752926,1268
0.0013380164684035102,0.0010065808029992396,561
0.001318780179332834,0.003660266925048264,488
0.0013176572719460872,0.001634898700342576,835
0.0013142258591951983,0.002386997183994971,323
0.0013137483225298425,0.0014531622666506805,1017
0.0013061346899531244,0.000955561322399158,718
0.001294892404560083,0.001323970485887343,162
0.0012890952112873926,0.002880765629530245,1126
0.0012856928672777337,0.002346817036788637,1233
0.0012854667345944576,0.0012030556141934534,255
0.0012644939779911447,0.00203606164243637,1980
0.001263202556607647,0.001098688237464267,1066
0.0012460105074295399,0.003117580355819166,1296
0.001215983265364803,0.001699143788860816,1920
0.0012135577924338235,0.0016381698916450404,45
0.0012118461929858247,0.0012551196375542915,699
0.0012117622239081788,0.000961844240559927,1697
0.001211742969023228,0.0011281196045256322,1604
0.0012044614833985445,0.002811506900299064,1923
0.0012037350913894804,0.0011873999432246225,231
0.0012027997578492064,0.0019981362345691932,84
0.0012004194578530685,0.0011746499760501323,145
0.0011963484081865233,0.0010729631133958978,2013
