mean_decrease_impurity,stdev,feature
0.007387282169106553,0.011456034649748037,1152
0.006963717948505381,0.011124216447576456,1917
0.006731476506402493,0.013941315254435392,41
0.005431014875658968,0.008893084532657851,1816
0.004495456601959013,0.007188931351391676,1480
0.004261075134462676,0.005262280579137589,1722
0.003970308275745266,0.008012302625530316,350
0.003824511224743429,0.0053709541177588424,807
0.0037602582291949168,0.0037038547765446735,935
0.0037252001126832435,0.004024563663051918,80
0.003652174825605468,0.003360461043815146,378
0.003629462447114305,0.0037904466336846246,926
0.0035318824037969877,0.006109953279648175,197
0.003461919796367505,0.00399608632126001,314
0.0033857402863434896,0.008400763847846727,1959
0.003385370055782725,0.004100448997031973,1088
0.0033674533450861145,0.005702319074645846,1060
0.003220851458655948,0.0065941573204565266,341
0.0031244817943213068,0.006339422261255081,2009
0.003123091344007766,0.004042278817484639,486
0.0030713970513971908,0.006531896856823469,802
0.0030697105116907885,0.0026871863327254967,875
0.003036422741647575,0.0029987068259753696,695
0.0028453479598282414,0.0049316830782526,116
0.0028229124696605937,0.002462252520381425,1199
0.002789603120421321,0.0027393300160181732,656
0.0025983609867206107,0.0035788910410945746,694
0.0025626953153390993,0.005085088080245501,950
0.0025563209622772496,0.003406271128240309,650
0.0025109608127580276,0.00259072633713621,1385
0.002474593732449282,0.0021636109856968846,1019
0.002464632090131246,0.003374242971747687,1476
0.0024631064572920923,0.0023309567927862476,1855
0.002446720237243169,0.0043936527383137995,319
0.0024201479358937623,0.0026189390357199667,841
0.002391459489975187,0.0019160209446982988,389
0.0023117125865794778,0.0028170854212792923,1028
0.002299745547617032,0.002435685393635038,1452
0.002248646134263067,0.0028361411413167265,1536
0.002245354580103156,0.003149794499000895,1602
0.0022197803227549423,0.005010544779224498,464
0.002206509511702258,0.002064895968987402,1754
0.0021898570085927375,0.0023042625147884663,675
0.0021868058744188676,0.001853909436520178,1947
0.002182776706398206,0.0029523680187677507,1970
0.002181271457718409,0.0018805589981173417,1057
0.002134997217951999,0.002340132100841542,191
0.002088068269283586,0.003302163100044027,1391
0.0020373705240250414,0.0024180345019331273,1145
0.0020159570626854246,0.0017806690394938042,294
0.0020024208544457277,0.0030175057338113053,2004
0.001988084295361473,0.0019714227796576783,1683
0.001975269289748,0.002263409663105537,715
0.001971891321356124,0.004204916455313211,318
0.001956052179816855,0.0031742140473102485,1823
0.0019513100661928684,0.002841583082842752,1077
0.0019357540986766494,0.0020613838001440382,1357
0.0019291649039255812,0.0022664863506740712,881
0.0019216431662837567,0.002005389040634756,843
0.0018663721475870657,0.002338213280031305,249
0.001860954805226539,0.003039691190300503,1274
0.0018338767461934156,0.0019972887681531572,1160
0.0018338659619877064,0.0017281207705686105,1114
0.0018247530196563294,0.0017770682340647785,1039
0.0018158685108478389,0.0017294040242967347,322
0.0017983938724937033,0.0021545751610457507,1238
0.0017968967362248297,0.0030430036795305606,1920
0.0017871540324957353,0.0025278380842600075,667
0.0017775841129349568,0.003672477527403865,1233
0.0017615296487556355,0.0021580733241247973,1866
0.0017531373271147056,0.002063743063937897,147
0.001750487527620337,0.001594928752002406,1
0.0017142880137244493,0.0018263611178707102,310
0.0017120769573892548,0.001976348211715693,1325
0.0017013994054398212,0.003985352769392173,241
0.0016754034730009344,0.0021582351836334688,725
0.0016636126106852386,0.001864842519267467,114
0.0016580904691095761,0.0016896394792746835,1928
0.0016480141386433227,0.002169956186773868,1825
0.0016319035751238952,0.0020025692301077415,1991
0.0016117476489524393,0.0025227762129812485,1535
0.0016058057486200241,0.003069898140945216,1589
0.0015959068054698547,0.003765169199386351,384
0.001591819947650141,0.0017126297031922165,1573
0.0015801866062385372,0.0015656149566645704,561
0.0015743371022244352,0.002511482624582652,1750
0.0015525958996059962,0.0020234544953785724,1097
0.001545921722687125,0.0021531824071442758,781
0.0015424919043122798,0.002243633528410148,1696
0.0015412216189282543,0.0024002129518882944,1911
0.001538364148405596,0.0017479303789387395,1066
0.0015330517901697579,0.0019002996777240607,255
0.0015319813857651008,0.002893866495482952,1441
0.0015282432408788248,0.002041321856800852,1164
0.001520946211790634,0.0022318865480256953,1349
0.00152071697268835,0.0032708544505693766,523
0.0015102222395456787,0.0026150191691820504,97
0.0015002227446924334,0.0035612802405989652,248
0.001479359366259909,0.0014460631867301813,718
0.0014686129355442916,0.0017038150927628842,145
0.0014653444407317984,0.0016213835827739338,1697
0.0014512837731583948,0.0030999532360349987,110
0.00144776265831107,0.00198640760539535,1224
0.00144104518139454,0.0037593662989151124,1506
0.0014258987541805074,0.002268787415687264,1567
0.0014254372232852825,0.0027100974002729782,883
0.0014220344538783151,0.0017046153290625383,366
0.0014219490759652459,0.0034697330209233273,1876
0.001412751480621566,0.002401471860663514,1455
0.0014001481116910138,0.002893773045264987,1926
0.0013923118226114202,0.0027662228312467898,573
0.001387182877305346,0.0025162838458231184,824
0.0013837033303886867,0.002908580848262867,689
0.0013685015161363774,0.0014291344659037978,1410
0.0013681289389728183,0.0016600296120116024,1171
0.0013654261656994425,0.0024485289449287014,1405
0.0013540704085879146,0.001731816600171337,745
0.0013491123393727267,0.0019594161460324984,1765
0.0013428083796797607,0.0017964317739824936,235
0.0013407236654948906,0.00158501237394901,2013
0.0013275121688983743,0.002057029010164166,1647
0.0013256695745643755,0.001613531610494186,1604
0.0013234493965299126,0.002477382594770745,474
0.0013214679345674464,0.0018179025278076053,407
0.0013087990487621647,0.002735873353494928,1948
