mean_decrease_impurity,stdev,feature
0.00029040351814021455,0.0009292012331523564,desc_fr_nitro_arom_nonortho
0.00028427963944895583,0.0011196034467481518,desc_fr_piperzine
0.0002838962131224546,0.0009318941313858076,desc_fr_hdrzine
0.00025989742728742586,0.0008405477367498498,desc_fr_Al_COO
0.0002462963980879941,0.0009150019421567602,desc_fr_aldehyde
0.0002445176356682928,0.0009190837727625175,desc_EState_VSA11
0.00024356654829569042,0.0008643074140019308,desc_fr_tetrazole
0.0002423677561210004,0.000854716556325615,desc_fr_HOCCN
0.00023996803653197,0.0008610617957114509,desc_fr_lactone
0.0002213689754742206,0.0008464915775619073,desc_fr_benzodiazepine
0.00018939585745089203,0.0007645654782674711,desc_fr_alkyl_carbamate
0.00017323551413578672,0.0006805413484075161,desc_fr_priamide
0.0001730481158544437,0.0009080562271458581,desc_fr_guanido
0.0001696452509294072,0.0007284523884473689,desc_fr_dihydropyridine
0.00016525295961057425,0.0006123575862991493,desc_fr_Ar_COO
0.00014325080790254113,0.0007012027212978775,desc_fr_thiocyan
0.0001351179184059026,0.0005354671586202853,desc_fr_sulfone
0.0001314128920665172,0.0005765076975665104,desc_fr_amidine
0.00012330942109852911,0.0005100181650709386,desc_fr_oxime
8.378678533318661e-05,0.0004974678492715981,desc_fr_nitroso
7.417533448190475e-05,0.0004540891830923636,desc_fr_oxazole
1.9347910006774904e-05,0.00023477609371281907,desc_fr_lactam
1.3509881361981176e-05,0.00019853721704943923,desc_fr_epoxide
1.1228091155108388e-05,0.00022397143528867866,desc_fr_quatN
4.975416926992171e-06,0.000161408931566131,desc_fr_phos_acid
3.472456203747841e-06,0.0001535555432592261,desc_fr_phos_ester
0.0,0.0,desc_SMR_VSA8
0.0,0.0,desc_SlogP_VSA9
0.0,0.0,desc_fr_prisulfonamd
0.0,0.0,desc_NumRadicalElectrons
0.0,0.0,desc_fr_isocyan
0.0,0.0,desc_fr_diazo
0.0,0.0,desc_fr_azide
-2.71825491198183e-06,6.420916244682033e-05,desc_fr_isothiocyan
-2.780463610143253e-06,5.378989896345409e-05,desc_fr_barbitur
-3.5456109042975497e-06,6.67686170393122e-05,desc_fr_azo
-3.625215738373601e-06,7.401795259005011e-05,desc_fr_SH
