perm_feat_importance,stdev,feature
0.0014524003921243312,0.00043707765450130533,1917.0
0.0012768836580986376,0.0006567118940456384,378.0
0.0012445222703350467,0.0005492447296893797,807.0
0.0012422859807053933,0.0010712056498106616,1152.0
0.0011815571553718484,0.00037433521045928346,935.0
0.001136488435916494,0.00045268208030225306,1816.0
0.0011351801700143715,0.0004632324131927047,1970.0
0.0010076603959428443,3.975237638388591e-05,651.0
0.0009672143791618515,0.0005906962469986293,1480.0
0.0009414361215369426,9.894799206562179e-05,1599.0
0.0008772252902451427,0.00017688504863605747,41.0
0.0008117893600358972,0.00025327267543714775,25.0
0.0007676536142221746,0.0005324961906221326,926.0
0.0005878243800554906,2.307322063420813e-05,1296.0
0.0005706995711584062,8.448545468933314e-05,604.0
0.000563164822409501,0.00011488839272616896,1765.0
0.0005438368339116817,0.0002603198718805316,961.0
0.0005412969277103663,0.0003488870323231853,694.0
0.0005347247045697445,0.0004448151074810086,1722.0
0.0005161887379339536,0.00011924124584817743,1764.0
0.0004919421400421565,0.0004967942177681421,1199.0
0.0004878294972643582,9.16810694953253e-05,559.0
0.0004677893300089941,0.0005818909513120224,80.0
0.00046254524363837924,0.00015703857630237696,1892.0
0.00043960059056595834,8.951571017484492e-05,1982.0
0.0004228693244105575,5.997263194975185e-05,331.0
0.0004138090769722824,0.00012703518866398375,231.0
0.000413705029043232,7.41167054021296e-05,1524.0
0.00041141522772920603,5.789951705817795e-05,1433.0
0.0004013269542401332,4.997747729048919e-05,582.0
0.0003936905534901003,7.091049610220926e-05,910.0
0.0003918300943350772,0.00018505403784890034,31.0
0.00039151671376564946,0.00010068491114880122,1687.0
0.0003890723542188779,0.00013218693192635074,925.0
0.0003800766469044925,4.57314770101067e-05,2036.0
0.000378006831581934,3.11260009387484e-05,478.0
0.00036933709851048044,0.00023319939027974286,191.0
0.0003674363098735034,5.63425342910538e-05,26.0
0.0003617445261136387,3.451241094387483e-05,1268.0
0.000353433792608171,0.0002692341124633622,1455.0
0.0003522942392320427,0.00012060283973327657,1603.0
0.000352191579275285,4.103501599813034e-05,49.0
0.0003509252419414244,0.00015995183426024463,950.0
0.0003473825725510249,2.2424767995989894e-05,1332.0
0.00034618298032857987,0.00011433220966506657,1245.0
0.000345269422398764,0.00014240173186951473,1476.0
0.0003399271362725553,0.00019663303590006177,1171.0
0.0003243200991803308,4.532027566772909e-05,345.0
0.00032207288624870324,0.00016358647379814036,1308.0
0.00032029473677164244,0.00010961208973758427,1164.0
0.00031635232811724203,5.2726210707723306e-05,44.0
0.00031634888293903264,0.0001855929733753002,310.0
0.00031329742885974896,0.00010270354231578119,1964.0
0.0003086505608565382,0.00023648767301910522,1313.0
0.00030700831381957894,9.419252060532546e-05,529.0
0.0003068473063871036,0.00010978537869471207,127.0
0.0003038634418254693,8.235307309650924e-05,1428.0
0.00030002866378187054,0.00010286048473505853,2020.0
0.0002951513436278752,0.0001013818517407449,555.0
0.0002940458900523524,0.00017319811687368814,94.0
0.0002869887418217143,7.066414508617246e-05,1430.0
0.00028471252527999534,0.0002071522897164112,1683.0
0.00028151135489953296,4.9291375177142215e-05,463.0
0.0002803180481708578,0.00010514203727644814,747.0
0.0002741896059466731,3.871095879833574e-05,514.0
0.00026846300065253015,0.00022374492468339876,883.0
0.0002681997362972366,0.0002295341996608706,1077.0
0.0002679593456244245,3.20661623015766e-05,1739.0
0.00026644991396802543,0.00024137196732566381,1238.0
0.00026582252499833813,2.0676293353616623e-05,856.0
0.00026577542819965493,1.3014508957915116e-05,297.0
0.00026198865857718356,4.650022954702693e-05,816.0
0.00026136800599088075,0.00014357475705057616,43.0
0.0002580653184945936,5.003044639443437e-05,1106.0
0.0002532032180754706,0.0002912241233965938,1405.0
0.0002525822960345092,0.0003193349480472301,1060.0
0.00025122674861326465,0.00031508398991665767,350.0
0.00025058624373743845,4.8024598986461925e-05,1808.0
0.00024988342911427266,1.845142937879122e-05,746.0
0.0002496529055436847,7.802938045116091e-05,1665.0
0.0002456867592039558,3.790499201471406e-05,1110.0
0.0002443295426054259,0.00012413491371418418,323.0
0.00024280183492422224,6.440235945392474e-05,684.0
0.00024029367662472544,5.479797971837553e-05,1873.0
0.00023740877849851572,0.0001969987045483553,1222.0
0.00023479616938242297,0.00010011312562017359,623.0
0.00023212427974954596,8.575500322225818e-05,1149.0
0.00023119670578584107,7.108499823707663e-05,598.0
0.00023117999773067944,4.484094165668939e-05,1496.0
0.00022964088848824725,0.0003436369598928913,1145.0
0.00022808611790039456,0.0001616488400002894,504.0
0.00022801295868466465,0.00015804956101615113,162.0
0.00022791105530075572,4.4107332141696704e-05,1187.0
0.0002278879105004794,0.00014185802735300446,1535.0
0.0002252753722137957,3.7645702888039706e-05,1824.0
0.00022281791241858252,0.0005073828276285407,650.0
0.0002223093226174644,8.827124687811303e-05,947.0
0.00022191686803620935,2.1156421744582348e-05,1132.0
0.00022120042590252355,1.284992169231879e-05,1272.0
0.0002202679899024007,0.0003994494559791314,1991.0
0.00022016560054216594,0.00016637052817679974,319.0
0.00021977144334812683,0.00010940127412178676,1078.0
0.00021822106319802081,0.00025201228294467764,802.0
0.00021396430763980233,4.805714254106002e-05,72.0
0.00021190477236641137,6.164554552958933e-05,1166.0
0.0002112089258249572,0.00018840553494509844,708.0
0.0002107122402397188,3.670440436873944e-05,1464.0
0.0002101917817883825,0.0002514845265684152,1417.0
0.0002092486917841363,3.684160427442749e-05,150.0
0.00020816104342225028,3.56691765414045e-05,791.0
0.0002077791601630352,4.746867505948505e-05,1908.0
0.0002071762038189595,3.613480408492426e-05,1923.0
0.00020700860678306564,5.8837756917582004e-05,1927.0
0.00020691166713828756,5.025362625295697e-05,664.0
0.0002056678179032101,0.00020228532564780646,407.0
0.00020441021523627257,5.29250619932694e-05,879.0
0.000203891221756769,0.00010197908654322443,282.0
0.00020051497223028125,7.668709575883897e-05,960.0
0.0001992644912084396,0.0003598301041272758,896.0
0.00019716260415629793,4.265466377273255e-05,203.0
0.0001970783501525686,4.199721118579359e-05,812.0
0.00019689364020618604,7.461794039234656e-05,1073.0
0.00019618261535709892,4.744620906468383e-05,991.0
0.00019586053379305746,4.635320011299699e-05,1787.0
0.00019575496252821623,4.0254933364096337e-05,340.0
0.00019314701476191853,4.146583371754611e-05,1214.0
0.00019237288359434944,2.5654017515207186e-05,261.0
0.00019207671626397804,6.011821090733814e-05,1486.0
0.00019025296632142475,0.00014481392069267966,1661.0
0.00018934282522133916,0.00017321339068223363,140.0
0.00018919874926717206,2.4178733096219988e-05,429.0
0.00018774474005602836,1.4155739399330597e-05,420.0
0.00018693800043092512,4.365175821510787e-05,1578.0
0.00018628410290997267,0.00014047503364638438,1239.0
0.00018603909108982908,7.13578151440236e-05,455.0
0.00018600668792188025,7.386657933803138e-05,703.0
0.00018411489136274106,4.502098161606428e-05,1716.0
0.00018145245701675083,2.3349626578840356e-05,42.0
0.0001803107485694122,0.000138714560120148,1915.0
0.0001801331660888028,8.366995270240866e-05,354.0
0.00017973337807988265,0.00012357053362602332,1985.0
0.00017926657540081603,7.149545004730984e-05,2035.0
