perm_feat_importance,stdev,feature
0.002311953645761733,0.001018496549215432,1152.0
0.002302245234996081,0.0010178566450383191,1917.0
0.0020189263728057514,0.0005806026055219694,935.0
0.001949758044506944,0.0007903756303638853,378.0
0.0012599516556352607,0.0004542938250714193,1480.0
0.0012168846902278264,0.0007609186649649022,1722.0
0.0010999384383720723,0.0006761419716575779,1816.0
0.0010794571191234392,0.00026362129024883724,1750.0
0.0010521301879002798,0.00035837278526491584,314.0
0.001013405679297641,0.0005237142936505929,807.0
0.0009237713450662044,0.0002760603198363521,1970.0
0.0008837277693411916,0.000552772240788151,926.0
0.0007828896109919991,4.743937346823357e-05,651.0
0.0007539567048112872,0.00041523671835537907,694.0
0.0007435798248905279,0.00017975004765034076,1296.0
0.0007345074706585186,0.0002671004413675707,950.0
0.0006633426730954462,0.0003724652484247669,1060.0
0.0006355188324156491,0.0001386343243690442,1524.0
0.0006208249748391404,0.0005099715081114839,41.0
0.0006076201860471753,0.00023289792022062678,310.0
0.0005964537708303408,0.00019212364025332469,1599.0
0.0005833448634016802,7.059847387293147e-05,252.0
0.0005438645404676979,0.00010408775636487101,1171.0
0.0005438564774131627,0.00028163896764421325,191.0
0.0005238413746225356,5.836040241048445e-05,33.0
0.0005182750049751883,0.00010312000579328512,1764.0
0.0005144791447444397,0.000661203882683889,650.0
0.0005012591187233851,5.509693141504635e-05,582.0
0.0004917412117406816,0.00025510012196664313,656.0
0.0004672619584553561,0.00028603142657889646,841.0
0.0004632563228341713,0.00016545236543649412,25.0
0.0004625731438138825,0.00011021394559394091,1603.0
0.00046225529343266734,8.077534053634788e-05,1078.0
0.0004525590645047317,0.0002151289209015571,1683.0
0.0004525122992895314,9.285191602464945e-05,1963.0
0.00045059349682283754,0.00013687128325221847,1308.0
0.0004475824219666191,0.00019850056054357317,1077.0
0.000446721169580111,0.00014170306700187182,489.0
0.0004463555962643917,3.531661619173277e-05,1739.0
0.00044534461795712186,0.0001662583666787336,145.0
0.0004300594047213724,6.286411982524032e-05,2036.0
0.00042552781620366356,6.724140756614396e-05,1332.0
0.0004243463742665043,1.5648237613306567e-05,1843.0
0.0004193426579833681,0.0002557066916911174,881.0
0.00041767369124094954,0.00017447401108991128,1754.0
0.0004069741781303482,0.00016185363745885902,202.0
0.0004068420394496619,0.00024593963712962795,1873.0
0.00040483649799412104,3.519782430444803e-05,331.0
0.00040418846901504326,0.0004622944781868398,1088.0
0.00040378164641687866,0.00012688590016372397,525.0
0.0003983413649037759,5.7170377303420464e-05,57.0
0.0003962649354627312,0.00017955511831488748,667.0
0.0003953402579714438,0.00032915350121350055,389.0
0.0003928449540412049,9.960089431784442e-05,1779.0
0.0003891743145599369,0.00019551642857456686,1991.0
0.0003849460914745695,0.0002618773055215594,1160.0
0.00037475384122365174,0.00022077560040454196,1536.0
0.00036849127236918686,9.924662135705251e-05,604.0
0.0003684163089218151,0.00013263366448175784,555.0
0.00036808932170554474,0.0001451471910515999,708.0
0.00036217842309573813,0.00016328529286445767,715.0
0.00035920502181657765,7.251759387241943e-05,43.0
0.00035875815032069267,0.0003515984067181476,116.0
0.0003521007486814054,7.20066832408316e-05,838.0
0.00035149481941152414,3.347660132436808e-05,548.0
0.0003415213316464882,0.0001336299423702618,1195.0
0.0003401602075431942,6.121133910642712e-05,1366.0
0.000338837540188619,0.00020269518811356284,835.0
0.00033813849000624563,0.00039356639663684444,675.0
0.00033780104132254964,0.00028890471282564436,1825.0
0.00033584225455628446,0.0003673693457613877,802.0
0.0003339438551930307,6.883045937676627e-05,504.0
0.0003273871956913643,6.616247700065952e-05,26.0
0.0003225918231957392,5.364822066424128e-05,1149.0
0.000320988656052934,4.5494447672509145e-05,1700.0
0.0003188953796389171,0.00014757251673658736,821.0
0.0003184461720822318,3.564857861005435e-05,1268.0
0.00031718842096973844,8.267691096302735e-05,49.0
0.00031705250577312993,8.682644737467849e-05,559.0
0.00031605523196674977,0.0003818970932630109,1452.0
0.00031499673004442563,8.45522713783216e-05,2020.0
0.0003147734815903358,0.00019150246144684498,249.0
0.00031345645523916943,5.652841947433432e-05,1063.0
0.00031097283544827546,0.0001716491347135061,1238.0
0.0003073378229752399,4.830911564316124e-05,1687.0
0.00030282491444315606,0.00012085641397129544,1245.0
0.0003026705458033296,4.068839836402236e-05,959.0
0.00030088744022275236,0.0002317668000527974,31.0
0.00029988198295316515,0.00016865478908196816,407.0
0.00029959569369022445,0.00021376561228720733,1476.0
0.0002986037661843688,0.00039459556421461554,486.0
0.0002942467296580098,0.00035571958761064206,1145.0
0.000292970839967599,0.00018976467832764398,883.0
0.00029091886481925623,8.8991907302559e-05,925.0
0.00029001225662674825,0.0001492913521525597,961.0
0.0002898053467898509,0.00014759453401759858,1224.0
0.000288798360883169,0.00014881284563846958,813.0
0.0002838456717955795,9.325210330710809e-05,167.0
0.0002837384021155298,0.0004067120432073223,341.0
0.0002820334286887549,0.00027164793248694044,1022.0
0.0002816622279965375,5.533857735686661e-05,475.0
0.0002810047987465536,3.258890785233778e-05,534.0
0.0002753985265323888,0.00019153228705464913,573.0
0.0002736481489895026,9.638321835817623e-05,1582.0
0.00027125211979799334,0.0001219705448913689,1564.0
0.0002707049428356534,0.00025630338590584297,1855.0
0.00026893115238668663,5.7346235500234964e-05,1433.0
0.0002687115189072942,0.00010513577733337535,1982.0
0.0002668970327917686,0.0003321634775286941,1866.0
0.00026461746339698775,0.0001850220156289983,1985.0
0.0002632101015460853,0.00019733216363806985,92.0
0.00026291583841672186,1.5842351624486345e-05,514.0
0.0002621379819074954,0.00020395165780196292,322.0
0.00026129897553317516,0.0002445824679405534,1947.0
0.0002610680295029977,2.9023613702248084e-05,1340.0
0.00025974685743809236,4.978502432101582e-05,677.0
0.0002590138313758872,0.0001169175835987778,753.0
0.00025859356083998144,0.00011629130000800427,901.0
0.00025853708357430615,8.857505475780477e-05,441.0
0.0002580922066953928,2.8773872210314614e-05,42.0
0.0002575427750877046,9.313247573160898e-05,750.0
0.00025744262836484565,9.689921947308028e-05,79.0
0.0002568439016434332,0.00010809414968704194,1905.0
0.00025642214533194707,0.00012923374304125168,1009.0
